"Notes"	"Year Diagnosed"	"Year Diagnosed Code"	"Location"	"Location Code"	Cases
	"2001"	"2001"	"Atlanta, GA"	"0520"	816
	"2001"	"2001"	"Austin, TX"	"0640"	163
	"2001"	"2001"	"Bakersfield, CA"	"0680"	92
	"2001"	"2001"	"Baltimore, MD"	"0720"	993
	"2001"	"2001"	"Baton Rouge, LA"	"0760"	212
	"2001"	"2001"	"Bergen-Passaic, NJ"	"0875"	129
	"2001"	"2001"	"Birmingham, AL"	"1000"	105
	"2001"	"2001"	"Boston, MA"	"1123"	543
	"2001"	"2001"	"Buffalo, NY"	"1280"	93
	"2001"	"2001"	"Charleston, SC"	"1440"	91
	"2001"	"2001"	"Charlotte, NC"	"1520"	165
	"2001"	"2001"	"Chicago, IL"	"1600"	1085
	"2001"	"2001"	"Cincinnati, OH"	"1640"	77
	"2001"	"2001"	"Cleveland, OH"	"1680"	152
	"2001"	"2001"	"Colorado Springs, CO"	"1720"	17
	"2001"	"2001"	"Columbia, SC"	"1760"	167
	"2001"	"2001"	"Columbus, OH"	"1840"	105
	"2001"	"2001"	"Dallas, TX"	"1920"	692
	"2001"	"2001"	"Dayton, OH"	"2000"	37
	"2001"	"2001"	"Daytona Beach, FL"	"2020"	77
	"2001"	"2001"	"Denver, CO"	"2080"	211
	"2001"	"2001"	"Detroit, MI"	"2160"	375
	"2001"	"2001"	"El Paso, TX"	"2320"	99
	"2001"	"2001"	"Fort Lauderdale, FL"	"2680"	657
	"2001"	"2001"	"Fort Wayne, IN"	"2760"	16
	"2001"	"2001"	"Fort Worth, TX"	"2800"	121
	"2001"	"2001"	"Fresno, CA"	"2840"	60
	"2001"	"2001"	"Gary, IN"	"2960"	50
	"2001"	"2001"	"Grand Rapids, MI"	"3000"	48
	"2001"	"2001"	"Greensboro, NC"	"3120"	88
	"2001"	"2001"	"Greenvile, SC"	"3160"	89
	"2001"	"2001"	"Harrisburg, PA"	"3240"	51
	"2001"	"2001"	"Hartford, CT"	"3283"	143
	"2001"	"2001"	"Honolulu, HI"	"3320"	65
	"2001"	"2001"	"Houston, TX"	"3360"	687
	"2001"	"2001"	"Indianapolis, IN"	"3480"	161
	"2001"	"2001"	"Jacksonville, FL"	"3600"	283
	"2001"	"2001"	"Jersey City, NJ"	"3640"	197
	"2001"	"2001"	"Kansas City, MO"	"3760"	138
	"2001"	"2001"	"Knoxville, TN"	"3840"	35
	"2001"	"2001"	"Las Vegas, NV"	"4120"	206
	"2001"	"2001"	"Little Rock, AR"	"4400"	73
	"2001"	"2001"	"Los Angeles, CA"	"4480"	1258
	"2001"	"2001"	"Louisville, KY"	"4520"	109
	"2001"	"2001"	"McAllen-Edinburg-Mission, TX"	"4880"	48
	"2001"	"2001"	"Memphis, TN"	"4920"	303
	"2001"	"2001"	"Miami, FL"	"5000"	1184
	"2001"	"2001"	"Middlesex, NJ"	"5015"	134
	"2001"	"2001"	"Milwaukee, WI"	"5080"	111
	"2001"	"2001"	"Minneapolis-St Paul, MN"	"5120"	122
	"2001"	"2001"	"Mobile, Al"	"5160"	79
	"2001"	"2001"	"Monmouth-Ocean City, NJ"	"5190"	88
	"2001"	"2001"	"Nashville, TN"	"5360"	173
	"2001"	"2001"	"Nassau-Suffolk, NY"	"5380"	228
	"2001"	"2001"	"New Haven, CT"	"5483"	258
	"2001"	"2001"	"New Orleans, LA"	"5560"	390
	"2001"	"2001"	"New York, NY"	"5600"	4739
	"2001"	"2001"	"Newark, NJ"	"5640"	573
	"2001"	"2001"	"Norfolk, VA"	"5720"	240
	"2001"	"2001"	"Oakland, CA"	"5775"	276
	"2001"	"2001"	"Oklahoma City, OK"	"5880"	113
	"2001"	"2001"	"Omaha, NE"	"5920"	55
	"2001"	"2001"	"Orange County, CA"	"5945"	183
	"2001"	"2001"	"Orlando, FL"	"5960"	464
	"2001"	"2001"	"Philadelphia, PA"	"6160"	1074
	"2001"	"2001"	"Phoenix, AZ"	"6200"	288
	"2001"	"2001"	"Pittsburgh, PA"	"6280"	100
	"2001"	"2001"	"Portland, OR"	"6440"	169
	"2001"	"2001"	"Providence, RI"	"6483"	92
	"2001"	"2001"	"Raleigh-Durham, NC"	"6640"	146
	"2001"	"2001"	"Richmond, VA"	"6760"	120
	"2001"	"2001"	"Riverside-S Berndino, CA"	"6780"	281
	"2001"	"2001"	"Rochester, NY"	"6840"	119
	"2001"	"2001"	"Sacramento, CA"	"6920"	98
	"2001"	"2001"	"Saint Louis, MO"	"7040"	220
	"2001"	"2001"	"Salt Lake City, UT"	"7160"	102
	"2001"	"2001"	"San Antonio, TX"	"7240"	199
	"2001"	"2001"	"San Diego, CA"	"7320"	399
	"2001"	"2001"	"San Francisco, CA"	"7360"	508
	"2001"	"2001"	"San Jose, CA"	"7400"	114
	"2001"	"2001"	"San Juan, PR"	"7440"	656
	"2001"	"2001"	"Sarasota, FL"	"7510"	109
	"2001"	"2001"	"Scranton, PA"	"7560"	20
	"2001"	"2001"	"Seattle, WA"	"7600"	250
	"2001"	"2001"	"Springfield, MA"	"8003"	62
	"2001"	"2001"	"Stockton, CA"	"8120"	50
	"2001"	"2001"	"Syracuse, NY"	"8160"	51
	"2001"	"2001"	"Tacoma, WA"	"8200"	56
	"2001"	"2001"	"Tampa-Saint Petersburg, FL"	"8280"	484
	"2001"	"2001"	"Toledo, OH"	"8400"	35
	"2001"	"2001"	"Tucson, AZ"	"8520"	82
	"2001"	"2001"	"Tulsa, OK"	"8560"	58
	"2001"	"2001"	"Vallejo-Fairfield-Napa, CA"	"8720"	69
	"2001"	"2001"	"Ventura, CA"	"8735"	32
	"2001"	"2001"	"Washington, DC"	"8840"	1291
	"2001"	"2001"	"West Palm Beach, FL"	"8960"	462
	"2001"	"2001"	"Wichita, KS"	"9040"	17
	"2001"	"2001"	"Wilmington, DE"	"9160"	165
	"2001"	"2001"	"Youngstown, OH"	"9320"	17
"Total"	"2001"	"2001"			28971
	"2002"	"2002"	"Akron, OH"	"0080"	13
	"2002"	"2002"	"Albany-Schenectady, NY"	"0160"	43
	"2002"	"2002"	"Albuquerque, N.M."	"0200"	29
	"2002"	"2002"	"Allentown, PA"	"0240"	11
	"2002"	"2002"	"Ann Arbor, MI"	"0440"	15
	"2002"	"2002"	"Atlanta, GA"	"0520"	580
	"2002"	"2002"	"Austin, TX"	"0640"	134
	"2002"	"2002"	"Bakersfield, CA"	"0680"	73
	"2002"	"2002"	"Baltimore, MD"	"0720"	671
	"2002"	"2002"	"Baton Rouge, LA"	"0760"	198
	"2002"	"2002"	"Bergen-Passaic, NJ"	"0875"	86
	"2002"	"2002"	"Birmingham, AL"	"1000"	96
	"2002"	"2002"	"Boston, MA"	"1123"	339
	"2002"	"2002"	"Buffalo, NY"	"1280"	23
	"2002"	"2002"	"Charleston, SC"	"1440"	82
	"2002"	"2002"	"Charlotte, NC"	"1520"	162
	"2002"	"2002"	"Chicago, IL"	"1600"	733
	"2002"	"2002"	"Cincinnati, OH"	"1640"	55
	"2002"	"2002"	"Cleveland, OH"	"1680"	122
	"2002"	"2002"	"Colorado Springs, CO"	"1720"	16
	"2002"	"2002"	"Columbia, SC"	"1760"	156
	"2002"	"2002"	"Columbus, OH"	"1840"	72
	"2002"	"2002"	"Dallas, TX"	"1920"	597
	"2002"	"2002"	"Dayton, OH"	"2000"	29
	"2002"	"2002"	"Daytona Beach, FL"	"2020"	78
	"2002"	"2002"	"Denver, CO"	"2080"	164
	"2002"	"2002"	"Detroit, MI"	"2160"	284
	"2002"	"2002"	"El Paso, TX"	"2320"	56
	"2002"	"2002"	"Fort Lauderdale, FL"	"2680"	466
	"2002"	"2002"	"Fort Wayne, IN"	"2760"	29
	"2002"	"2002"	"Fort Worth, TX"	"2800"	111
	"2002"	"2002"	"Fresno, CA"	"2840"	43
	"2002"	"2002"	"Gary, IN"	"2960"	43
	"2002"	"2002"	"Grand Rapids, MI"	"3000"	28
	"2002"	"2002"	"Greensboro, NC"	"3120"	89
	"2002"	"2002"	"Greenvile, SC"	"3160"	66
	"2002"	"2002"	"Harrisburg, PA"	"3240"	22
	"2002"	"2002"	"Hartford, CT"	"3283"	138
	"2002"	"2002"	"Honolulu, HI"	"3320"	39
	"2002"	"2002"	"Houston, TX"	"3360"	365
	"2002"	"2002"	"Indianapolis, IN"	"3480"	149
	"2002"	"2002"	"Jacksonville, FL"	"3600"	193
	"2002"	"2002"	"Jersey City, NJ"	"3640"	88
	"2002"	"2002"	"Kansas City, MO"	"3760"	92
	"2002"	"2002"	"Knoxville, TN"	"3840"	41
	"2002"	"2002"	"Las Vegas, NV"	"4120"	207
	"2002"	"2002"	"Little Rock, AR"	"4400"	77
	"2002"	"2002"	"Los Angeles, CA"	"4480"	707
	"2002"	"2002"	"Louisville, KY"	"4520"	97
	"2002"	"2002"	"McAllen-Edinburg-Mission, TX"	"4880"	29
	"2002"	"2002"	"Memphis, TN"	"4920"	252
	"2002"	"2002"	"Miami, FL"	"5000"	842
	"2002"	"2002"	"Middlesex, NJ"	"5015"	91
	"2002"	"2002"	"Milwaukee, WI"	"5080"	91
	"2002"	"2002"	"Minneapolis-St Paul, MN"	"5120"	118
	"2002"	"2002"	"Mobile, Al"	"5160"	51
	"2002"	"2002"	"Monmouth-Ocean City, NJ"	"5190"	74
	"2002"	"2002"	"Nashville, TN"	"5360"	160
	"2002"	"2002"	"Nassau-Suffolk, NY"	"5380"	126
	"2002"	"2002"	"New Haven, CT"	"5483"	214
	"2002"	"2002"	"New Orleans, LA"	"5560"	255
	"2002"	"2002"	"New York, NY"	"5600"	2626
	"2002"	"2002"	"Newark, NJ"	"5640"	365
	"2002"	"2002"	"Norfolk, VA"	"5720"	120
	"2002"	"2002"	"Oakland, CA"	"5775"	159
	"2002"	"2002"	"Oklahoma City, OK"	"5880"	88
	"2002"	"2002"	"Omaha, NE"	"5920"	45
	"2002"	"2002"	"Orange County, CA"	"5945"	137
	"2002"	"2002"	"Orlando, FL"	"5960"	357
	"2002"	"2002"	"Philadelphia, PA"	"6160"	777
	"2002"	"2002"	"Phoenix, AZ"	"6200"	258
	"2002"	"2002"	"Pittsburgh, PA"	"6280"	79
	"2002"	"2002"	"Portland, OR"	"6440"	140
	"2002"	"2002"	"Providence, RI"	"6483"	77
	"2002"	"2002"	"Raleigh-Durham, NC"	"6640"	160
	"2002"	"2002"	"Richmond, VA"	"6760"	49
	"2002"	"2002"	"Riverside-S Berndino, CA"	"6780"	143
	"2002"	"2002"	"Rochester, NY"	"6840"	83
	"2002"	"2002"	"Sacramento, CA"	"6920"	29
	"2002"	"2002"	"Saint Louis, MO"	"7040"	158
	"2002"	"2002"	"Salt Lake City, UT"	"7160"	41
	"2002"	"2002"	"San Antonio, TX"	"7240"	134
	"2002"	"2002"	"San Diego, CA"	"7320"	312
	"2002"	"2002"	"San Francisco, CA"	"7360"	292
	"2002"	"2002"	"San Jose, CA"	"7400"	98
	"2002"	"2002"	"San Juan, PR"	"7440"	332
	"2002"	"2002"	"Sarasota, FL"	"7510"	61
	"2002"	"2002"	"Scranton, PA"	"7560"	7
	"2002"	"2002"	"Seattle, WA"	"7600"	194
	"2002"	"2002"	"Springfield, MA"	"8003"	23
	"2002"	"2002"	"Stockton, CA"	"8120"	34
	"2002"	"2002"	"Syracuse, NY"	"8160"	41
	"2002"	"2002"	"Tacoma, WA"	"8200"	22
	"2002"	"2002"	"Tampa-Saint Petersburg, FL"	"8280"	282
	"2002"	"2002"	"Toledo, OH"	"8400"	22
	"2002"	"2002"	"Tucson, AZ"	"8520"	37
	"2002"	"2002"	"Tulsa, OK"	"8560"	49
	"2002"	"2002"	"Vallejo-Fairfield-Napa, CA"	"8720"	34
	"2002"	"2002"	"Ventura, CA"	"8735"	24
	"2002"	"2002"	"Washington, DC"	"8840"	1070
	"2002"	"2002"	"West Palm Beach, FL"	"8960"	361
	"2002"	"2002"	"Wichita, KS"	"9040"	19
	"2002"	"2002"	"Wilmington, DE"	"9160"	102
	"2002"	"2002"	"Youngstown, OH"	"9320"	17
"Total"	"2002"	"2002"			19768
"Total"					711739
"---"
"Dataset: AIDS Public Use (Vintage 2002)"
"Query Parameters:"
"Location: Akron, OH; Albany-Schenectady, NY; Albuquerque, N.M.; Allentown, PA; Ann Arbor, MI; Atlanta, GA; Austin, TX;"
"Bakersfield, CA; Baltimore, MD; Baton Rouge, LA; Bergen-Passaic, NJ; Birmingham, AL; Boston, MA; Buffalo, NY; Charleston, SC;"
"Charlotte, NC; Chicago, IL; Cincinnati, OH; Cleveland, OH; Colorado Springs, CO; Columbia, SC; Columbus, OH; Dallas, TX; Dayton,"
"OH; Daytona Beach, FL; Denver, CO; Detroit, MI; El Paso, TX; Fort Lauderdale, FL; Fort Wayne, IN; Fort Worth, TX; Fresno, CA;"
"Gary, IN; Grand Rapids, MI; Greensboro, NC; Greenvile, SC; Harrisburg, PA; Hartford, CT; Honolulu, HI; Houston, TX;"
"Indianapolis, IN; Jacksonville, FL; Jersey City, NJ; Kansas City, MO; Knoxville, TN; Las Vegas, NV; Little Rock, AR; Los"
"Angeles, CA; Louisville, KY; McAllen-Edinburg-Mission, TX; Memphis, TN; Miami, FL; Middlesex, NJ; Milwaukee, WI; Minneapolis-St"
"Paul, MN; Mobile, Al; Monmouth-Ocean City, NJ; Nashville, TN; Nassau-Suffolk, NY; New Haven, CT; New Orleans, LA; New York, NY;"
"Newark, NJ; Norfolk, VA; Oakland, CA; Oklahoma City, OK; Omaha, NE; Orange County, CA; Orlando, FL; Philadelphia, PA; Phoenix,"
"AZ; Pittsburgh, PA; Portland, OR; Providence, RI; Raleigh-Durham, NC; Richmond, VA; Riverside-S Berndino, CA; Rochester, NY;"
"Sacramento, CA; Saint Louis, MO; Salt Lake City, UT; San Antonio, TX; San Diego, CA; San Francisco, CA; San Jose, CA; San Juan,"
"PR; Sarasota, FL; Scranton, PA; Seattle, WA; Springfield, MA; Stockton, CA; Syracuse, NY; Tacoma, WA; Tampa-Saint Petersburg,"
"FL; Toledo, OH; Tucson, AZ; Tulsa, OK; Vallejo-Fairfield-Napa, CA; Ventura, CA; Washington, DC; West Palm Beach, FL; Wichita,"
"KS; Wilmington, DE; Youngstown, OH"
"Group By: Year Diagnosed; Location"
"Show Totals: True"
"Show Zero Values: True"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/aids.html for more information."
"---"
"Query Date: Oct 21, 2022 3:44:14 PM"
"---"
"Suggested Citation: US Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention (CDC),"
"National Center for HIV, STD and TB Prevention (NCHSTP), AIDS Public Information Data Set (APIDS) US Surveillance Data for"
"1981-2002, CDC WONDER On-line Database, December 2005. Accessed at http://wonder.cdc.gov/aids-v2002.html on Oct 21, 2022 3:44:14"
"PM"
"---"
Caveats:
"1. About Metropolitan areas and Regions: Metropolitan area of residence at the time of diagnosis of AIDS is identified for"
"adult/adolescent patients residing in MSAs with 500,000 or more population. For adult/adolescent patients residing in an MSA"
"with less than 500,000 population, in a non-metropolitan area, or whose metropolitan area of residence is unknown, and for all"
"pediatric patients, Region of residence is identified."
"2. Only the metropolitan areas are displayed on the maps. Although regions are not displayed on the maps, regional data are"
"included in the quantile distributions when regions are included in the data results."
